,id,title,release_date,popularity,vote_average
2340,286192,Lava,2015-06-18,1.8047,7.257
2341,24748,Hud,1963-05-28,3.2104,7.3
2342,17379,Last Holiday,2006-01-13,4.6079,7.256
2343,11868,Dracula,1958-04-21,2.617,7.256
2344,10501,The Road to El Dorado,2000-03-31,6.9219,7.256
2345,449406,Vivo,2021-07-30,3.844,7.255
2346,21450,Naked,1993-08-06,2.9327,7.255
2347,19666,Lagaan: Once Upon a Time in India,2001-06-15,3.0391,7.255
2348,10150,The Last Unicorn,1982-11-19,5.1781,7.255
2349,594328,Phineas and Ferb the Movie: Candace Against the Universe,2020-08-27,2.9433,7.3
2350,483980,Z-O-M-B-I-E-S,2018-02-16,3.9774,7.254
2351,36940,The First Beautiful Thing,2010-01-15,1.135,7.3
2352,14202,The Painted Veil,2006-12-09,4.824,7.254
2353,11177,Mask,1985-03-08,3.9657,7.254
2354,9609,Of Mice and Men,1992-09-16,3.2992,7.254
2355,8374,The Boondock Saints,1999-01-22,4.5237,7.254
2356,75624,Naruto Shippuden the Movie: Blood Prison,2011-07-30,4.8656,7.3
2357,11368,Blood Simple,1985-01-18,4.1743,7.253
2358,9603,Clueless,1995-07-19,7.9501,7.253
2359,391713,Lady Bird,2017-09-01,8.4453,7.252
2360,79120,Weekend,2011-10-23,1.6935,7.252
2361,12162,The Hurt Locker,2008-10-10,6.9986,7.3
2362,11450,Quiz Show,1994-08-25,3.3427,7.252
2363,2609,"Planes, Trains and Automobiles",1987-11-26,4.9325,7.251
2364,547258,Play,2019-09-04,1.427,7.3
2365,375315,The Salesman,2016-06-24,2.4078,7.251
2366,590,The Hours,2002-12-27,3.0312,7.3
2367,1071806,Hunger,2023-04-04,2.7785,7.25
2368,923939,The Wonderful Story of Henry Sugar,2023-09-20,4.196,7.25
2369,403450,At War for Love,2016-10-27,1.0904,7.2
2370,3080,Top Hat,1935-08-29,5.7584,7.2
2371,830,Forbidden Planet,1956-03-23,4.0642,7.2
2372,451,Leaving Las Vegas,1995-10-27,3.8938,7.25
2373,140607,Star Wars: The Force Awakens,2015-12-15,12.1422,7.25
2374,18311,Days of Being Wild,1990-12-15,5.899,7.249
2375,13446,Withnail & I,1987-06-19,2.5364,7.249
2376,10938,Beautiful Thing,1996-06-21,1.9526,7.249
2377,710356,2 Hearts,2020-10-16,2.8761,7.2
2378,109445,Frozen,2013-11-20,20.6689,7.2
2379,19597,The Hedgehog,2009-07-01,1.7186,7.248
2380,15600,Missing,1982-02-12,2.5672,7.248
2381,13933,One Man Band,2005-06-21,1.8335,7.2
2382,837,Videodrome,1983-02-04,3.5767,7.248
2383,901362,Trolls Band Together,2023-10-12,7.9593,7.245
2384,26405,Wake in Fright,1971-07-21,1.6613,7.2
2385,392982,Marshall,2017-10-13,2.8751,7.246
2386,3121,Nashville,1975-06-11,2.9308,7.246
2387,866398,The Beekeeper,2024-01-08,16.0427,7.245
2388,446893,Trolls World Tour,2020-03-11,6.856,7.243
2389,79707,Children Who Chase Lost Voices,2011-05-07,3.8956,7.2
2390,69735,Batman: Year One,2011-09-27,2.5105,7.245
2391,11578,The Return of Don Camillo,1953-06-05,1.1647,7.2
2392,11072,Blazing Saddles,1974-02-07,5.1485,7.2
2393,10360,Hunger,2008-05-15,2.2526,7.2
2394,1850,Man on the Moon,1999-12-22,4.2325,7.245
2395,399579,Alita: Battle Angel,2019-01-31,9.5871,7.244
2396,45958,Biutiful,2010-10-20,2.3909,7.244
2397,8844,Jumanji,1995-12-15,3.0267,7.244
2398,271674,Suite Française,2015-03-12,2.6128,7.243
2399,465136,Every Day,2018-02-22,2.8954,7.242
2400,17687,The Public Enemy,1931-04-23,1.9398,7.242
2401,14047,The Great Debaters,2007-12-25,3.0659,7.242
2402,3086,The Lady Eve,1941-02-25,1.9203,7.242
2403,1538,Collateral,2004-08-04,7.3645,7.242
2404,246,Zatoichi,2003-09-06,15.8194,7.242
2405,541671,Ballerina,2025-06-04,22.6502,7.241
2406,75258,Secret of the Wings,2012-08-17,4.9766,7.2
2407,10722,The Day of the Beast,1995-10-20,3.1219,7.2
2408,170,28 Days Later,2002-10-31,13.688,7.241
2409,360606,Adventures in Babysitting,2016-06-24,3.9773,7.2
2410,296098,Bridge of Spies,2015-10-15,6.7325,7.24
2411,902,The City of Lost Children,1995-05-17,2.7631,7.24
2412,346364,It,2017-09-06,15.1549,7.239
2413,113082,Berserk: The Golden Age Arc I - The Egg of the King,2012-02-04,4.038,7.2
2414,70670,Headhunters,2011-08-26,3.088,7.2
2415,417678,"Everything, Everything",2017-05-18,2.0156,7.2
2416,114168,Perras,2011-03-04,3.8538,7.2
2417,9652,The Passenger,1975-02-28,2.152,7.238
2418,949423,Pearl,2022-09-16,8.802,7.237
2419,807196,Boiling Point,2021-07-05,3.2045,7.237
2420,399055,The Shape of Water,2017-12-01,9.2682,7.2
2421,121875,In the House,2012-09-26,4.6064,7.237
2422,67884,Chinese Take-Away,2011-03-24,0.9179,7.237
2423,51497,Fast Five,2011-04-20,1.3603,7.238
2424,20367,Detour,1945-11-30,1.1756,7.237
2425,874299,South Park: Post COVID,2021-11-25,1.4246,7.236
2426,211387,Marvel One-Shot: Agent Carter,2013-10-04,2.6221,7.2
2427,152780,The Past,2013-05-17,1.536,7.236
2428,57447,The House with Laughing Windows,1976-08-20,0.8281,7.2
2429,403,Driving Miss Daisy,1989-12-13,2.9992,7.236
2430,324849,The Lego Batman Movie,2017-02-08,7.8242,7.235
2431,198277,Begin Again,2014-06-27,3.0956,7.2
2432,50848,The Names of Love,2010-11-24,1.0845,7.235
2433,9660,Operation Petticoat,1959-12-05,3.0189,7.235
2434,5825,National Lampoon's Christmas Vacation,1989-11-30,5.8848,7.235
2435,1419406,The Shadow's Edge,2025-08-16,109.8558,7.237
2436,823452,The Boys in the Boat,2023-12-25,3.4052,7.235
2437,8424,Love Me If You Dare,2003-09-17,1.605,7.234
2438,330457,Frozen II,2019-11-20,12.0965,7.233
2439,19067,The Duellists,1977-08-31,3.1694,7.233
2440,2014,The Edge of Heaven,2007-09-27,1.126,7.233
2441,1071585,M3GAN 2.0,2025-06-25,17.3772,7.232
2442,21641,The Damned United,2009-03-27,2.2172,7.232
2443,6619,Death in Venice,1971-03-05,2.2708,7.232
2444,1725,West Side Story,1961-12-13,3.9984,7.2
2445,497582,Enola Holmes,2020-09-23,7.4705,7.231
2446,365045,Heidi,2015-12-10,3.0,7.231
2447,251,Ghost,1990-07-13,11.0813,7.231
2448,811634,The Monkey King: Reborn,2021-04-02,3.5344,7.23
2449,432616,Promise at Dawn,2017-12-20,1.635,7.2
2450,15152,"OSS 117: Cairo, Nest of Spies",2006-04-19,2.692,7.23
2451,11020,Picnic at Hanging Rock,1975-09-02,1.9401,7.2
2452,10795,Tell No One,2006-11-01,3.1993,7.23
2453,9701,North Country,2005-02-12,3.328,7.23
2454,5176,3:10 to Yuma,2007-09-06,5.7094,7.23
2455,1621,Trading Places,1983-06-07,9.9417,7.23
2456,72570,The Vow,2012-02-05,4.6303,7.229
2457,35690,The Last Song,2010-03-31,3.6985,7.229
2458,1029575,The Family Plan,2023-12-14,13.2191,7.227
2459,250480,The Many Adventures of Winnie the Pooh,1977-03-11,4.2044,7.228
2460,850,A Christmas Story,1983-11-18,3.4083,7.228
2461,268,Batman,1989-06-21,11.4219,7.228
2462,321528,Batman vs. Robin,2015-04-03,2.3133,7.227
2463,899112,Violent Night,2022-11-30,5.7927,7.226
2464,374205,One Piece Film: GOLD,2016-07-23,6.1858,7.2
2465,317557,Queen of Katwe,2016-09-23,2.9842,7.226
2466,257211,The Intern,2015-09-23,10.4805,7.226
2467,256962,Little Boy,2015-04-23,2.108,7.226
2468,112949,Safe Haven,2013-02-07,2.5965,7.226
2469,25205,The Concert,2009-11-04,1.573,7.2
2470,10243,The Flight of the Phoenix,1965-12-15,2.5598,7.2
2471,6537,The Orphanage,2007-05-20,4.5292,7.2
2472,453395,Doctor Strange in the Multiverse of Madness,2022-05-04,14.5355,7.225
2473,413279,Team Thor,2016-08-28,1.5755,7.2
2474,336845,Cleveland Abduction,2015-05-02,1.8262,7.225
2475,91417,Dragons: Gift of the Night Fury,2011-11-15,2.711,7.225
2476,16646,Russian Ark,2002-05-22,2.6277,7.225
2477,12622,Violent Cop,1989-08-12,3.5229,7.225
2478,3019,Dr. Jekyll and Mr. Hyde,1931-12-24,2.1604,7.2
2479,1100099,We Live in Time,2024-10-10,6.2762,7.224
2480,846214,"The Good, the Bart, and the Loki",2021-07-07,3.3499,7.224
2481,209274,Ida,2013-10-25,1.7427,7.224
2482,56831,The Sunset Limited,2011-02-12,2.2437,7.2
2483,34433,Dragon Ball Z: Broly - The Legendary Super Saiyan,1993-03-06,7.0583,7.2
2484,18947,The Boat That Rocked,2009-04-01,3.3693,7.224
2485,12598,Joe: The Busybody,1971-08-31,1.4314,7.2
2486,11713,Fist of Fury,1972-03-22,8.4208,7.224
2487,10086,Man Bites Dog,1992-08-20,2.0991,7.2
2488,546121,Run,2020-11-20,4.2865,7.222
2489,73624,The Man from the Future,2011-09-02,1.323,7.2
2490,70160,The Hunger Games,2012-03-12,7.8699,7.2
2491,19673,Sexmission,1984-05-13,2.4835,7.222
2492,15906,Barbie and the Magic of Pegasus,2005-10-04,2.7709,7.222
2493,11986,Betty Blue,1986-04-09,3.8569,7.222
2494,10625,Mean Girls,2004-04-30,15.2706,7.223
2495,177677,Mission: Impossible - Rogue Nation,2015-07-28,8.7544,7.222
2496,8329,[REC],2007-11-23,6.3434,7.221
2497,844,2046,2004-09-29,4.0384,7.221
2498,33954,The Hawks and the Sparrows,1966-05-04,1.2312,7.22
2499,11850,Invasion of the Body Snatchers,1978-12-20,5.1693,7.22
2500,9303,Bound,1996-09-13,7.5684,7.22
2501,5590,Donkey Skin,1970-12-16,2.2082,7.2
2502,43920,Dog Pound,2010-04-24,1.5161,7.2
2503,2055,Open Range,2003-08-11,4.8187,7.219
2504,345920,Collateral Beauty,2016-12-15,3.6798,7.218
2505,281338,War for the Planet of the Apes,2017-07-11,11.3927,7.218
2506,168259,Furious 7,2015-04-01,11.5702,7.218
2507,53486,The Family Friend,2006-10-01,0.9505,7.2
2508,14675,The Awful Truth,1937-10-21,2.1147,7.218
2509,11035,Roma,1972-03-16,1.9766,7.2
2510,10528,Sherlock Holmes,2009-12-23,8.7317,7.219
2511,10178,The Caine Mutiny,1954-06-24,7.2249,7.218
2512,9267,And Now for Something Completely Different,1971-09-28,1.7498,7.218
2513,9078,The Sword in the Stone,1963-12-25,4.9707,7.2
2514,2355,Reign Over Me,2007-03-22,2.9606,7.218
2515,607,Men in Black,1997-07-02,14.4627,7.219
2516,197082,Venus in Fur,2013-05-28,1.8718,7.217
2517,23168,The Town,2010-09-15,8.686,7.218
2518,2567,The Aviator,2004-12-17,7.7936,7.217
2519,429200,Good Time,2017-08-11,5.6444,7.215
2520,129112,Wadjda,2012-12-06,1.1567,7.2
2521,116745,The Secret Life of Walter Mitty,2013-12-18,8.9016,7.216
2522,16562,The Cutting Edge,1992-03-27,3.1783,7.215
2523,10139,Milk,2008-11-05,4.741,7.216
2524,1640,Crash,2005-05-06,8.2881,7.216
2525,1151949,The Shadow Strays,2024-09-10,4.9969,7.221
2526,583689,Moxie,2021-03-03,2.671,7.2
2527,364689,Ferdinand,2017-12-09,6.4896,7.214
2528,204436,Jack and the Cuckoo-Clock Heart,2014-01-29,2.0158,7.215
2529,1885,The Karate Kid,1984-06-22,9.109,7.215
2530,1420,Breakfast on Pluto,2005-11-16,2.2953,7.215
2531,220289,Coherence,2014-04-06,4.9932,7.214
2532,55931,The Animatrix,2003-05-09,4.9975,7.2
2533,10198,The Princess and the Frog,2009-12-08,11.3463,7.2
2534,5902,A Bridge Too Far,1977-06-15,5.8004,7.212
2535,998022,The Teachers' Lounge,2023-05-04,1.7723,7.213
2536,614930,Teenage Mutant Ninja Turtles: Mutant Mayhem,2023-07-31,7.1844,7.213
2537,34584,The NeverEnding Story,1984-04-06,6.4187,7.213
2538,18030,Kiss Me Deadly,1955-04-28,1.8771,7.2
2539,9820,The Parent Trap,1998-07-28,12.4384,7.2
2540,4415,Les Misérables,1998-05-01,3.1842,7.2
2541,2654,In the Mouth of Madness,1995-02-03,2.9355,7.211
2542,948713,The Last Kingdom: Seven Kings Must Die,2023-04-14,4.6416,7.213
2543,315011,Shin Godzilla,2016-07-29,9.1603,7.211
2544,3543,Bagdad Cafe,1987-11-12,1.1233,7.2
2545,795811,Wheel of Fortune and Fantasy,2021-04-11,2.5985,7.207
2546,614696,#Alive,2020-06-24,7.0492,7.2
2547,298582,Full Out,2015-09-11,1.8548,7.2
2548,11524,Thief,1981-03-27,3.9082,7.21
2549,11051,The Last Temptation of Christ,1988-05-28,6.6922,7.21
2550,6479,I Am Legend,2007-12-12,10.7725,7.2
2551,863873,Caddo Lake,2024-11-28,4.4336,7.219
2552,353577,Love at First Sight,2023-09-15,3.5701,7.209
2553,1716,The Last Metro,1980-09-17,1.9234,7.2
2554,695,Short Cuts,1993-10-01,3.7831,7.2
2555,297762,Wonder Woman,2017-05-30,14.3276,7.209
2556,50348,The Lincoln Lawyer,2011-03-17,5.3164,7.208
2557,48254,Ovosodo,1997-09-12,2.7647,7.208
2558,42297,Burlesque,2010-11-23,3.4876,7.208
2559,20246,The Stranger,1946-06-02,2.0468,7.2
2560,11176,The Muppet Movie,1979-06-22,4.8136,7.208
2561,4710,Masculin Féminin,1966-03-22,1.7608,7.208
2562,306745,Freeheld,2015-10-02,2.0871,7.207
2563,28966,Wings,1927-08-12,2.2476,7.2
2564,15196,Clue,1985-12-13,5.4035,7.205
2565,9400,Set It Off,1996-11-06,3.0091,7.2
2566,1878,Fear and Loathing in Las Vegas,1998-05-22,5.1626,7.207
2567,623,A Fish Called Wanda,1988-07-15,4.2257,7.207
2568,931102,Ride On,2023-04-07,6.1234,7.201
2569,632617,C'mon C'mon,2021-11-19,2.4298,7.206
2570,393624,Official Secrets,2019-08-30,2.9845,7.2
2571,12105,Yellow Submarine,1968-07-17,2.0057,7.2
2572,11832,Babette's Feast,1987-08-11,2.5539,7.2
2573,10223,A Simple Plan,1998-12-11,3.42,7.206
2574,6978,Big Trouble in Little China,1986-05-30,5.4329,7.2
2575,504,Monster,2003-12-24,5.159,7.207
2576,167,K-PAX,2001-10-26,6.086,7.206
2577,812583,Wake Up Dead Man: A Knives Out Mystery,2025-11-26,17.4705,7.203
2578,11837,Watership Down,1978-10-14,2.3204,7.205
2579,761,The Wing or the Thigh?,1976-10-27,2.3041,7.2
2580,475094,The Captain,2018-02-02,2.6149,7.204
2581,401104,To the Bone,2017-01-22,2.7802,7.203
2582,374671,After the Storm,2016-05-21,2.5468,7.204
2583,348657,Woman at War,2018-05-22,1.3705,7.204
2584,152603,Only Lovers Left Alive,2013-12-12,2.8529,7.204
2585,25846,Baaria,2009-09-25,1.8464,7.2
2586,14359,Doubt,2008-12-12,3.0324,7.204
2587,1076487,Warhorse One,2023-06-30,4.0272,7.203
2588,955555,The Roundup 3: No Way Out,2023-05-31,5.514,7.2
2589,519035,Nappily Ever After,2018-09-21,1.6989,7.2
2590,110398,No,2012-08-09,2.3866,7.202
2591,75629,Evangelion: 3.0 You Can (Not) Redo,2012-11-17,4.8254,7.2
2592,10772,Django,1966-04-06,3.4774,7.202
2593,10149,Smoke,1995-06-09,2.4318,7.202
2594,1254,"Don't Worry, I'm Fine",2006-09-06,1.8792,7.203
2595,90,Beverly Hills Cop,1984-12-05,7.8864,7.201
2596,19120,Juliet of the Spirits,1965-10-22,1.4407,7.201
2597,13156,Secondhand Lions,2003-09-19,3.8995,7.2
2598,9576,Tootsie,1982-12-17,4.0278,7.201
2599,900667,One Piece Film Red,2022-08-06,9.5776,7.2
2600,363676,Sully,2016-09-07,7.9827,7.2
2601,436,Maria Full of Grace,2004-04-02,1.3087,7.2
2602,446696,Life Itself,2018-09-21,2.8961,7.2
2603,338189,It's Only the End of the World,2016-09-21,1.5903,7.199
2604,64246,Colorful,2010-08-21,2.958,7.2
2605,11287,A League of Their Own,1992-07-01,6.4478,7.198
2606,1213,The Talented Mr. Ripley,1999-12-25,8.0288,7.198
2607,425373,The Miracle Season,2018-04-13,1.7676,7.198
2608,342473,Ballerina,2016-12-14,6.9976,7.2
2609,21519,Project A,1983-12-22,6.1477,7.198
2610,16553,Little Manhattan,2005-09-26,1.903,7.198
2611,12159,What Dreams May Come,1998-10-02,4.7364,7.198
2612,793998,Happening,2021-11-04,2.1295,7.197
2613,38684,Jane Eyre,2011-03-11,3.9318,7.2
2614,778730,Crazy About Her,2021-02-26,1.0121,7.196
2615,372519,The Ten Commandments: The Movie,2016-01-28,13.2291,7.2
2616,363579,The Age of Shadows,2016-09-07,3.6678,7.196
2617,51876,Limitless,2011-03-17,9.4473,7.196
2618,6615,Lars and the Real Girl,2007-10-12,5.7463,7.2
2619,302429,Strange Magic,2015-01-23,2.9411,7.195
2620,1271,300,2007-03-07,9.8255,7.2
2621,213121,Toy Story of Terror!,2013-10-16,0.1936,7.2
2622,130739,A Coffee in Berlin,2012-11-01,1.4302,7.194
2623,11577,Pat Garrett & Billy the Kid,1973-05-23,3.2907,7.194
2624,10452,Queen Margot,1994-05-13,1.9568,7.2
2625,788,Mrs. Doubtfire,1993-11-24,9.3085,7.194
2626,1002155,Monsieur Aznavour,2024-10-23,1.6599,7.192
2627,245168,Suffragette,2015-10-16,2.8441,7.193
2628,9388,Thank You for Smoking,2005-09-09,2.2534,7.194
2629,1368166,The Housemaid,2025-12-18,97.6411,7.2
2630,974576,Conclave,2024-10-25,11.9886,7.2
2631,820446,Downton Abbey: A New Era,2022-04-27,4.0658,7.196
2632,549053,Last Christmas,2019-11-07,3.3396,7.2
2633,970348,The Old Oak,2023-09-29,1.514,7.191
2634,959604,Beating Hearts,2024-10-16,4.5885,7.191
2635,552524,Lilo & Stitch,2025-05-17,23.148,7.2
2636,330483,The Choice,2016-02-04,3.5859,7.191
2637,26842,The Message,1976-03-09,3.2207,7.191
2638,14163,Chak De! India,2007-08-09,1.7607,7.191
2639,10860,Steel Magnolias,1989-11-15,4.6589,7.191
2640,187022,A Touch of Sin,2013-10-04,4.1781,7.19
2641,10886,The Unknown Woman,2006-10-09,1.7885,7.19
2642,9013,Midnight Run,1988-07-20,4.8584,7.19
2643,227,The Outsiders,1983-03-25,7.0054,7.19
2644,1209290,Justice League: Crisis on Infinite Earths Part Three,2024-07-15,5.0611,7.182
2645,591274,Fear Street: 1978,2021-07-08,4.5706,7.2
2646,198663,The Maze Runner,2014-09-10,17.8996,7.189
2647,86829,Inside Llewyn Davis,2013-10-18,4.774,7.189
2648,837881,She Said,2022-11-17,4.1536,7.188
2649,109410,42,2013-04-12,5.426,7.188
2650,16085,Funny Girl,1968-09-19,3.1241,7.2
2651,10925,The Return of the Living Dead,1985-04-25,4.3886,7.2
2652,7350,The Bucket List,2007-12-25,5.0698,7.188
2653,2668,Sleepy Hollow,1999-11-19,8.4175,7.188
2654,859,Dangerous Liaisons,1988-12-21,4.0562,7.188
2655,499932,The Devil All the Time,2020-09-11,5.2502,7.187
2656,16136,Juice,1992-01-17,3.4445,7.187
2657,11109,Vera Drake,2004-10-22,1.8157,7.2
2658,10693,Peter Pan,1953-02-05,7.4818,7.187
2659,8619,Master and Commander: The Far Side of the World,2003-11-14,5.3347,7.187
2660,355338,Riley's First Date?,2015-11-03,2.2989,7.188
2661,13368,White Christmas,1954-10-14,2.652,7.186
2662,1818,Shoot the Piano Player,1960-11-25,1.8396,7.186
2663,788734,Sick of Myself,2022-09-30,1.865,7.185
2664,407655,A Cinderella Story: If the Shoe Fits,2016-08-02,2.6218,7.185
2665,28043,Black Sabbath,1963-08-17,1.56,7.2
2666,11773,Village of the Damned,1960-06-16,1.4406,7.185
2667,1672,The Professional,1981-10-21,3.4413,7.185
2668,1594,A Shot in the Dark,1964-06-23,2.8016,7.185
2669,612368,In the Name of the Land,2019-09-25,0.5951,7.2
2670,12092,Alice in Wonderland,1951-07-28,7.4959,7.184
2671,9071,Living in Oblivion,1995-07-21,1.8642,7.184
2672,421467,The Return of Godzilla,1984-12-15,3.7952,7.2
2673,14306,Marley & Me,2008-12-25,4.281,7.183
2674,10403,The Player,1992-05-08,3.8882,7.183
2675,2280,Big,1988-06-03,9.3024,7.183
2676,2024,The Patriot,2000-06-28,8.0416,7.183
2677,373226,Belzebuth,2019-01-11,1.3401,7.189
2678,22954,Invictus,2009-12-11,4.3018,7.182
2679,287495,Labyrinth of Lies,2014-11-06,0.9518,7.2
2680,567646,Extreme Job,2019-01-23,4.0908,7.2
2681,560050,Over the Moon,2020-10-16,3.6802,7.2
2682,403300,A Hidden Life,2019-08-27,3.6985,7.18
2683,348893,Boyka: Undisputed IV,2016-08-01,10.6261,7.178
2684,40807,50/50,2011-09-30,4.6034,7.181
2685,15359,Wonder Woman,2009-03-03,2.5018,7.18
2686,13459,Barbie in 'A Christmas Carol',2008-11-03,1.7852,7.2
2687,10518,Marathon Man,1976-10-08,2.832,7.18
2688,651881,Bye Bye Morons,2020-10-21,1.3725,7.179
2689,69315,Battlestar Galactica: Razor,2007-11-12,2.6417,7.2
2690,1278,The Dreamers,2003-10-10,7.8631,7.179
2691,13885,Sweeney Todd: The Demon Barber of Fleet Street,2007-12-21,7.2729,7.178
2692,6023,P.S. I Love You,2007-11-15,4.4029,7.2
2693,1014590,Upgraded,2024-02-07,6.0724,7.177
2694,14807,The Long Good Friday,1980-11-01,3.7278,7.177
2695,8963,Crimson Tide,1995-05-12,5.963,7.177
2696,2832,Identity,2003-04-25,8.579,7.177
2697,667538,Transformers: Rise of the Beasts,2023-06-06,15.2965,7.176
2698,72113,Carnage,2011-09-16,2.8957,7.176
2699,2153,The Driver,1978-06-08,3.9457,7.176
2700,581734,Nomadland,2021-01-29,3.7841,7.2
2701,370964,I Am Dragon,2015-12-03,3.2924,7.2
2702,3084,Wuthering Heights,1939-04-07,4.6143,7.175
2703,979,Irreversible,2002-05-22,9.7808,7.175
2704,736732,Broker,2022-06-08,4.5011,7.174
2705,44826,Hugo,2011-11-22,6.8253,7.174
2706,12554,Citizen X,1995-02-25,2.9276,7.174
2707,10830,Matilda,1996-08-02,10.7121,7.174
2708,951491,Saw X,2023-09-27,7.653,7.173
2709,577922,Tenet,2020-08-22,14.0274,7.174
2710,329819,Standing Tall,2015-05-13,0.9866,7.2
2711,50723,Naruto Shippuden the Movie: The Lost Tower,2010-07-31,4.3126,7.2
2712,23637,"Ciao, Professore!",1992-10-09,1.1545,7.2
2713,2576,The Diary of Anne Frank,1959-03-18,2.3843,7.2
2714,2100,The Last Castle,2001-10-19,4.307,7.173
2715,502425,Escape from Pretoria,2020-03-06,2.8846,7.171
2716,244403,Rudderless,2014-10-17,1.9567,7.172
2717,12230,One Hundred and One Dalmatians,1961-01-25,6.9349,7.172
2718,168,Star Trek IV: The Voyage Home,1986-11-26,4.9402,7.171
2719,497698,Black Widow,2021-07-07,12.1181,7.171
2720,82825,Kahaani,2012-03-08,1.6009,7.171
2721,593643,The Menu,2022-11-17,10.1274,7.17
2722,575265,Mission: Impossible - The Final Reckoning,2025-05-17,27.816,7.17
2723,539617,Big Time Adolescence,2020-03-13,1.479,7.2
2724,500006,Utøya: July 22,2018-03-09,1.9528,7.17
2725,78480,Monsieur Lazhar,2011-09-10,1.2096,7.17
2726,77877,The Lucky One,2012-04-19,5.1394,7.17
2727,1312157,Somebody to Love,2025-02-20,1.9757,7.2
2728,420622,Professor Marston and the Wonder Women,2017-10-13,3.5902,7.169
2729,18320,The Young Victoria,2009-03-04,2.9133,7.2
2730,912908,Strays,2023-08-17,3.9754,7.168
2731,319888,Eddie the Eagle,2016-02-25,4.1783,7.168
2732,49047,Gravity,2013-10-03,9.5357,7.167
2733,19236,Santa Sangre,1989-11-24,2.3381,7.168
2734,15283,Pom Poko,1994-07-16,4.8429,7.168
2735,11533,Jason and the Argonauts,1963-06-13,4.9415,7.2
2736,652,Troy,2004-05-13,14.3669,7.168
2737,276,The Edukators,2004-10-25,1.4729,7.168
2738,945961,Alien: Romulus,2024-08-13,16.3496,7.167
2739,512895,Lady and the Tramp,2019-11-12,3.997,7.167
2740,19625,Munna Bhai M.B.B.S.,2003-12-19,1.7062,7.164
2741,4518,Elizabeth,1998-09-13,3.6529,7.167
2742,1164,Babel,2006-10-26,5.3675,7.167
2743,479226,The Purity of Vengeance,2018-10-04,2.4128,7.166
2744,474395,Teen Titans Go! To the Movies,2018-07-27,3.4028,7.166
2745,59421,Bedevilled,2010-08-19,2.7283,7.167
2746,10673,Wall Street,1987-12-10,5.2563,7.166
2747,537056,Batman: Hush,2019-07-19,2.5764,7.163
2748,454983,The Kissing Booth,2018-05-11,7.7381,7.165
2749,294016,Trumbo,2015-10-27,3.075,7.165
2750,29005,McCabe & Mrs. Miller,1971-06-24,2.628,7.165
2751,15067,"The Good, the Bad, the Weird",2008-07-16,3.812,7.165
2752,11044,Arizona Dream,1993-01-06,3.2553,7.165
2753,994,Straw Dogs,1971-11-25,3.1625,7.165
2754,138,Dracula,1931-02-12,4.5006,7.165
2755,581997,Batman vs Teenage Mutant Ninja Turtles,2019-03-31,2.7384,7.162
2756,33511,Nowhere Boy,2009-12-25,1.7927,7.2
2757,978,Seven Years in Tibet,1997-09-12,4.3642,7.2
2758,59,A History of Violence,2005-09-23,16.7774,7.2
2759,1040148,"Ruby Gillman, Teenage Kraken",2023-06-28,6.1593,7.166
2760,657644,Minnal Murali,2021-12-16,1.7624,7.2
2761,628704,Midnight,2021-06-30,4.065,7.2
2762,11330,Pusher III,2005-08-22,1.2017,7.163
2763,11328,Pusher II,2004-12-25,1.6856,7.2
2764,1072371,Jules,2023-08-10,4.529,7.162
2765,515916,Girl,2018-09-18,1.4496,7.162
2766,353326,The Man Who Knew Infinity,2016-04-08,3.2348,7.162
2767,129533,Barbie: The Princess & the Popstar,2012-09-13,2.254,7.162
2768,14375,Romanzo Criminale,2005-09-30,1.3292,7.2
2769,11489,Rosetta,1999-09-29,1.5991,7.162
2770,6037,Murder by Death,1976-06-23,3.4194,7.163
2771,5236,Kiss Kiss Bang Bang,2005-09-14,3.9197,7.161
2772,647,Final Fantasy VII: Advent Children,2005-07-14,3.4149,7.2
2773,473033,Uncut Gems,2019-08-30,5.9773,7.16
2774,461615,MFKZ,2018-05-23,1.3677,7.2
2775,1888,The Fortune Cookie,1966-10-19,1.1543,7.2
2776,539681,DC League of Super-Pets,2022-07-27,5.3437,7.16
2777,88284,Barbara,2012-03-08,1.0999,7.2
2778,2771,American Splendor,2003-08-15,1.303,7.16
2779,1456349,It Was Just an Accident,2025-10-01,10.3003,7.156
2780,1272837,28 Years Later: The Bone Temple,2026-01-14,65.0825,7.165
2781,616251,The Broken Hearts Gallery,2020-09-11,1.8501,7.2
2782,613504,After We Collided,2020-09-02,5.4762,7.159
2783,527435,The Christmas Chronicles,2018-11-22,4.3529,7.2
2784,404368,Ralph Breaks the Internet,2018-11-20,8.7852,7.2
2785,11093,House of Sand and Fog,2003-12-19,3.2875,7.16
2786,1924,Superman,1978-12-14,8.9467,7.159
2787,606,Out of Africa,1985-12-20,4.0538,7.2
2788,571785,Time to Hunt,2020-02-22,3.0104,7.143
2789,14903,Pooh's Grand Adventure: The Search for Christopher Robin,1997-08-05,1.8975,7.2
2790,555285,"Are You There God? It's Me, Margaret.",2023-03-29,3.8942,7.157
2791,39105,Dragon Ball Z: Bojack Unbound,1993-07-10,4.4616,7.2
2792,11165,Tora! Tora! Tora!,1970-01-26,3.6801,7.2
2793,520736,Loro 2,2018-05-10,1.0137,7.156
2794,504949,The King,2019-10-11,6.0661,7.157
2795,558144,Deadpool: No Good Deed,2017-03-03,1.6043,7.2
